index,artist_id,artist_name,track_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
163,3,Sarah Geronimo,Dahilan,6.82831,4.55554,6.80141,1.00127,1.76734,5.28944,2.6341,2.96507,5.28528,2.94845
164,3,Sarah Geronimo,This Gotta Be Love,1.14458,5.08432,7.27895,1,1.83394,5.62639,1.2251,2.94042,6.50051,2.76289
165,3,Sarah Geronimo,Unbroken,7.84036,4.92765,5.51297,1,1.63412,5.27649,1.09291,5.84315,4.46294,2.85567
166,3,Sarah Geronimo,The Great Unknown,4.12651,4.88848,4.8282,1,2.25365,5.52029,1.07854,4.99323,3.31168,4.61856
167,3,Sarah Geronimo,Baby You're the Reason,6.70181,6.01458,7.24291,1,1.87044,5.30328,1.11973,3.31979,6.45482,3.87629
168,3,Sarah Geronimo,Ako'y Para Lamang Sa 'Yo,6.7741,5.71102,5.46792,1,1.7646,6.00104,1.0431,5.65972,3.99695,3.13402
169,3,Sarah Geronimo,Kaibigan Mo,6.82831,5.60331,5.79228,1,1.95255,5.24674,1.11398,5.85505,5.34924,4.80412
170,3,Sarah Geronimo,Kapit,9.06928,4.89827,2.91806,1,1.81569,5.19979,1.09674,7.06072,4.81929,2.76289
171,3,Sarah Geronimo,Only for You,9.5753,4.55554,2.26933,1,1.73449,5.0476,1.16762,3.10898,5.45888,2.6701
172,3,Sarah Geronimo,Sabi Mo Sa Akin,2.21084,6.59232,6.76537,1,1.96168,5.20681,1.06513,5.20084,4.79188,2.6701
173,3,Sarah Geronimo,Tala,6.62952,6.26918,8.15293,1.00166,1.76186,8.49109,1.26054,3.88391,5.53198,6.01031
174,3,Sarah Geronimo,Misteryo,2.37349,6.08312,6.02655,1.00012,1.96168,6.15731,1.19157,6.32804,3.71371,4.06186
175,3,Sarah Geronimo,Perfectly Imperfect,1.37139,8.40387,8.28808,1.17143,1.30748,6.12729,1.15134,4.26022,9.81726,3.13402
176,3,Sarah Geronimo,Kilometro,3.49398,5.70123,8.45026,1.00012,2.87409,6.32726,1.9636,3.26696,7.75228,5.73196
177,3,Sarah Geronimo,Minamahal,5.22892,6.33772,6.74735,1.00284,3.68613,6.65168,1.10249,5.24864,3.05584,4.06186
178,3,Sarah Geronimo,Until Forever,8.7259,5.54455,3.90917,1.00013,1.65602,5.10654,1.1092,4.90648,3.50355,2.85567
179,3,Sarah Geronimo,This Fight,8.46386,4.6143,3.91818,1,1.83394,5.01471,1.06034,6.0278,3.20203,2.57732
180,3,Sarah Geronimo,Bulletproof,4.87651,6.01458,4.47681,1,1.54471,5.59537,1.1772,6.43116,3.51269,2.48454
181,3,Sarah Geronimo,Dulo,4.04518,6.03416,7.78352,1.02161,1.88869,5.81123,1.37356,3.64563,5.13909,3.78351
182,3,Sarah Geronimo,Bangon,4.79518,6.14188,8.63947,1.0001,5.4927,6.5184,1.66762,7.17739,8.43756,2.39175
183,3,Sarah Geronimo,Kung Sabagay,9.62952,4.16386,3.23341,1.00075,2.12591,4.96941,1.12931,6.01514,4.38985,2.29897
184,3,Sarah Geronimo,In Your Hands,7.59639,5.16266,5.07148,1,2.05292,5.21669,1.11398,5.64852,2.8,2.20619
185,3,Sarah Geronimo,Last Night Of Our Lives,2.59036,7.78697,7.06271,1,1.90693,5.69009,1.409,5.2015,8.29137,2.20619
186,3,Sarah Geronimo,Again,5.48193,6.19084,5.43188,1,2.29015,6.08828,1.05077,5.57725,2.94619,2.48454
187,3,Sarah Geronimo,Pati Ang Pangarap KO,5.81627,6.23001,4.87325,1,1.90693,5.60407,1.01245,3.74193,2.95533,2.29897
188,3,Sarah Geronimo,Ikot-Ikot,4.74096,7.09172,6.30586,1.00014,2.12591,5.72183,1.11686,6.04549,4.37157,5.08247
